"Date","Sector","CapGain"
"2023-08-17","Energy",-52467717.71999984
"2023-08-17","Financial Services",-328921265.3499997
"2023-08-17","Healthcare",-247295559.58000222
"2023-08-17","Industrials",-428917939.9799997
"2023-08-17","Real Estate",-82335064.94999996
"2023-08-17","Technology",-1647437123.0199997
"2023-08-17","Utilities",49418861.99999994
"2023-08-17","bond",-1628151023.6099994
"2023-08-18","Basic Materials",74746585.54000011
"2023-08-18","Communication Services",175075676.68000093
"2023-08-18","Consumer Cyclical",604765546.5600002
"2023-08-18","Consumer Defensive",158491458.75000012
"2023-08-18","Energy",270092015.1700003
"2023-08-18","Financial Services",297131049.28
"2023-08-18","Healthcare",140254946.4700006
"2023-08-18","Industrials",276073613.59000015
"2023-08-18","Real Estate",38149992.40999998
"2023-08-18","Technology",1780078047.469999
"2023-08-18","Utilities",54124438.999999866
"2023-08-18","bond",1015097138.9199995
"2023-08-21","Basic Materials",11829781.619999994
"2023-08-21","Communication Services",101528437.98000002
"2023-08-21","Consumer Cyclical",1288150126.3399987
"2023-08-21","Consumer Defensive",-129667026.72000049
"2023-08-21","Energy",-91807011.52000023
"2023-08-21","Financial Services",-83314769.85999988
"2023-08-21","Healthcare",-174998509.5500008
"2023-08-21","Industrials",-43597840.13000005
"2023-08-21","Real Estate",-43261702.50000012
"2023-08-21","Technology",2650349861.7600007
"2023-08-21","Utilities",-26420642.999999993
"2023-08-21","bond",452180902.2899962
"2023-08-22","Basic Materials",-23010537.939999986
"2023-08-22","Communication Services",-124535114.77999903
"2023-08-22","Consumer Cyclical",-1036187056.0600004
"2023-08-22","Consumer Defensive",-7525147.629999988
"2023-08-22","Energy",-111492768.56000035
"2023-08-22","Financial Services",-410100220.76999974
"2023-08-22","Healthcare",-20734265.550000116
"2023-08-22","Industrials",-134611971.08000022
"2023-08-22","Real Estate",-30767373.170000095
"2023-08-22","Technology",-2491072807.3600025
"2023-08-22","Utilities",22140664.000000097
"2023-08-22","bond",-757550783.3400028
"2023-08-23","Basic Materials",21211591.44999993
"2023-08-23","Communication Services",339685046.56000066
"2023-08-23","Consumer Cyclical",1480374696.5400014
"2023-08-23","Consumer Defensive",30640663.24999989
"2023-08-23","Energy",98004256.74000008
"2023-08-23","Financial Services",264955759.23
"2023-08-23","Healthcare",-258068021.97000048
"2023-08-23","Industrials",277381440.69
"2023-08-23","Real Estate",81227714.81000005
"2023-08-23","Technology",2404249534.0999994
"2023-08-23","Utilities",-18099213.99999995
"2023-08-23","bond",1190274448.4599996
"2023-08-24","Basic Materials",-125854601.93999994
"2023-08-24","Communication Services",-743661397.8699998
"2023-08-24","Consumer Cyclical",-1498219609.7600005
"2023-08-24","Consumer Defensive",-279915894.2600002
"2023-08-24","Energy",-20221470.039999902
"2023-08-24","Financial Services",-178611665.75999993
"2023-08-24","Healthcare",-272670499.1600001
"2023-08-24","Industrials",-299701630.6400001
"2023-08-24","Real Estate",-36719404.08000011
"2023-08-24","Technology",-7647972545.280003
"2023-08-24","Utilities",37740380.00000004
"2023-08-24","bond",-2525369130.459999
"2023-08-25","Basic Materials",-45917622.63999994
"2023-08-25","Communication Services",-16310.139999696868
"2023-08-25","Consumer Cyclical",968082605.8199996
"2023-08-25","Consumer Defensive",-2263997.970000118
"2023-08-25","Energy",36914317.59999993
"2023-08-25","Financial Services",-48850114.340000026
"2023-08-25","Healthcare",136429118.7799997
"2023-08-25","Industrials",85568289.00000015
"2023-08-25","Real Estate",-18137458.14999991
"2023-08-25","Technology",-37479139.139999114
"2023-08-25","Utilities",33564921.9999999
"2023-08-25","bond",376512587.7300014
"2023-08-28","Basic Materials",46069604.6600001
"2023-08-28","Communication Services",-37430.400000834285
"2023-08-28","Consumer Cyclical",-284414236.55000234
"2023-08-28","Consumer Defensive",63620474.909999736
"2023-08-28","Energy",36788077.37999992
"2023-08-28","Financial Services",62446699.940000325
"2023-08-28","Healthcare",-40840375.830000155
"2023-08-28","Industrials",93983609.53000012
"2023-08-28","Real Estate",53514933.47999996
"2023-08-28","Technology",207060880.6100013
"2023-08-28","Utilities",17779450.00000001
"2023-08-28","bond",108704047.93999757
"2023-08-29","Basic Materials",122493278.29999998
"2023-08-29","Communication Services",609567168.1800002
"2023-08-29","Consumer Cyclical",2998385038.389999
"2023-08-29","Consumer Defensive",76810715.7200001
"2023-08-29","Energy",52307476.53999994
"2023-08-29","Financial Services",884803235.78
"2023-08-29","Healthcare",270281956.3799997
"2023-08-29","Industrials",299171862.2
"2023-08-29","Real Estate",96260013.85000001
"2023-08-29","Technology",3233897761.1599975
"2023-08-29","Utilities",11693258.00000007
"2023-08-29","bond",2206949742.480003
"2023-08-30","Basic Materials",1603870.9299999084
"2023-08-30","Communication Services",192758828.02000025
"2023-08-30","Consumer Cyclical",518733845.75999814
"2023-08-30","Consumer Defensive",43048059.659999914
"2023-08-30","Energy",17881482.559999846
"2023-08-30","Financial Services",20718155.260000095
"2023-08-30","Healthcare",114811808.45999983
"2023-08-30","Industrials",79743369.61999999
"2023-08-30","Real Estate",25920505.9099999
"2023-08-30","Technology",960632809.4499991
"2023-08-30","Utilities",-4306858.000000029
"2023-08-30","bond",384463743.93000096
"2023-08-31","Basic Materials",-30368267.680000067
"2023-08-31","Communication Services",-141713186.45000082
"2023-08-31","Consumer Cyclical",202781038.61999875
"2023-08-31","Consumer Defensive",136270725.4000001
"2023-08-31","Energy",-65447861.37999991
"2023-08-31","Financial Services",-202143085.9799998
"2023-08-31","Healthcare",-328467727.0799999
"2023-08-31","Industrials",-156322483.94000003
"2023-08-31","Real Estate",-64088183.600000195
"2023-08-31","Technology",450056060.61000013
"2023-08-31","Utilities",-83245980.0000001
"2023-08-31","bond",-183954772.47999606
"2023-09-01","Basic Materials",2756168.7699999856
"2023-09-01","Communication Services",-274160118.3600002
"2023-09-01","Consumer Cyclical",-1477713129.66
"2023-09-01","Consumer Defensive",-198575092.2400002
"2023-09-01","Energy",145228566.36
"2023-09-01","Financial Services",18775502.55999987
"2023-09-01","Healthcare",-65002946.26000023
"2023-09-01","Industrials",-47739862.890000045
"2023-09-01","Real Estate",-15510853.860000003
"2023-09-01","Technology",-515723448.3400007
"2023-09-01","Utilities",-39330533.999999985
"2023-09-01","bond",-437196878.00000316
"2023-09-05","Basic Materials",-151868843.98000002
"2023-09-05","Communication Services",85863953.56000043
"2023-09-05","Consumer Cyclical",1203973739.9200017
"2023-09-05","Consumer Defensive",-128230173.97000022
"2023-09-05","Energy",-24087102.179999594
"2023-09-05","Financial Services",-247655139.98000032
"2023-09-05","Healthcare",-343800042.22999966
"2023-09-05","Industrials",-441840865.7499999
"2023-09-05","Real Estate",-77054142.2400002
"2023-09-05","Technology",817494046.9999996
"2023-09-05","Utilities",-118262397.99999982
"2023-09-05","bond",-459368048.9299998
"2023-09-06","Basic Materials",-40739704.820000045
"2023-09-06","Communication Services",-630461708.5599995
"2023-09-06","Consumer Cyclical",-571375674.2999988
"2023-09-06","Consumer Defensive",-52778520.48000008
"2023-09-06","Energy",3429890.2399998163
"2023-09-06","Financial Services",-46799132.6099994
"2023-09-06","Healthcare",73107368.11000034
"2023-09-06","Industrials",-119467748.04999991
"2023-09-06","Real Estate",-16323205.850000003
"2023-09-06","Technology",-1523047567.5300019
"2023-09-06","Utilities",-5530862.000000099
"2023-09-06","bond",-521133075.7099945
"2023-09-07","Basic Materials",-71393787.01999986
"2023-09-07","Communication Services",54727453.11000032
"2023-09-07","Consumer Cyclical",863244083.1500016
"2023-09-07","Consumer Defensive",-139236961.2100004
"2023-09-07","Energy",-15065000.729999991
"2023-09-07","Financial Services",71158664.49000014
"2023-09-07","Healthcare",-156787930.59999996
"2023-09-07","Industrials",-70625089.69999982
"2023-09-07","Real Estate",-4754493.93999995
"2023-09-07","Technology",665318775.7500011
"2023-09-07","Utilities",23747694.999999944
"2023-09-07","bond",281268387.61000305
"2023-09-08","Basic Materials",-7839322.5000001835
"2023-09-08","Communication Services",-2016215.8600009857
"2023-09-08","Consumer Cyclical",-401205772.1300006
"2023-09-08","Consumer Defensive",89812029.51000027
"2023-09-08","Energy",92376618.50000013
"2023-09-08","Financial Services",64656809.71999959
"2023-09-08","Healthcare",-41850665.41
"2023-09-08","Industrials",-175822213.04
"2023-09-08","Real Estate",-23433857.9200001
"2023-09-08","Technology",-243631437.9799977
"2023-09-08","Utilities",46606408.999999955
"2023-09-08","bond",44109596.62000002
"2023-09-11","Basic Materials",-50358523.700000145
"2023-09-11","Communication Services",139462844.05999932
"2023-09-11","Consumer Cyclical",1725670942.0100005
"2023-09-11","Consumer Defensive",47668050.92000013
"2023-09-11","Energy",-318708085.84000015
"2023-09-11","Financial Services",-80454832.75000003
"2023-09-11","Healthcare",477782456.4000004
"2023-09-11","Industrials",-107475199.7299999
"2023-09-11","Real Estate",-21015151.02999998
"2023-09-11","Technology",-677540494.2600013
"2023-09-11","Utilities",21297684.999999955
"2023-09-11","bond",10158722.269999187
"2023-09-12","Basic Materials",32204874.560000155
"2023-09-12","Communication Services",-116113537.76999912
"2023-09-12","Consumer Cyclical",-437349085.3199964
"2023-09-12","Consumer Defensive",-118257114.3299999
"2023-09-12","Energy",236106927.9699998
"2023-09-12","Financial Services",267647438.26999995
"2023-09-12","Healthcare",-72581017.02000006
"2023-09-12","Industrials",-16705718.510000011
"2023-09-12","Real Estate",11158169.370000027
"2023-09-12","Technology",-582490847.9399995
"2023-09-12","Utilities",10090270.000000047
"2023-09-12","bond",-135022464.07999694
"2023-09-13","Basic Materials",-15595620.479999956
"2023-09-13","Communication Services",-237810690.54000005
"2023-09-13","Consumer Cyclical",215240590.94000238
"2023-09-13","Consumer Defensive",-25338807.199999712
"2023-09-13","Energy",-187311036.63000023
"2023-09-13","Financial Services",-243775430.9900001
"2023-09-13","Healthcare",-62538653.35999974
"2023-09-13","Industrials",-208897040.3999998
"2023-09-13","Real Estate",-123817737.52000004
"2023-09-13","Technology",172357116.9900025
"2023-09-13","Utilities",57102735.00000005
"2023-09-13","bond",-15804871.030001253
"2023-09-14","Basic Materials",94288713.1800001
"2023-09-14","Communication Services",52051355.530001275
"2023-09-14","Consumer Cyclical",843644954.3800021
"2023-09-14","Consumer Defensive",56862107.50000018
"2023-09-14","Energy",24770884.539999872
"2023-09-14","Financial Services",94475820.11999951
"2023-09-14","Healthcare",-59119989.17999985
"2023-09-14","Industrials",185921908.20999977
"2023-09-14","Real Estate",71042069.67999981
"2023-09-14","Technology",895182876.9800003
"2023-09-14","Utilities",48645176.99999995
"2023-09-14","bond",269395733.5300002
"2023-09-15","Basic Materials",-108231661.1399998
"2023-09-15","Communication Services",-565050928.4299996
"2023-09-15","Consumer Cyclical",-1298747241.7700047
"2023-09-15","Consumer Defensive",-230905877.7500007
"2023-09-15","Energy",-216451529.6199997
"2023-09-15","Financial Services",98775788.42000163
"2023-09-15","Healthcare",-371704389.1000004
"2023-09-15","Industrials",-265980844.4900003
"2023-09-15","Real Estate",28498128.450000133
"2023-09-15","Technology",-3279244489.7200007
"2023-09-15","Utilities",-33487537.00000049
"2023-09-15","bond",-1363388145.9699986
"2023-09-18","Basic Materials",-51664310.22999995
"2023-09-18","Communication Services",71132808.63000023
"2023-09-18","Consumer Cyclical",-841147617.6400054
"2023-09-18","Consumer Defensive",-58363845.520000115
"2023-09-18","Energy",-55947339.95999999
"2023-09-18","Financial Services",-44853441.67000005
"2023-09-18","Healthcare",-230519441.99000007
"2023-09-18","Industrials",83380422.18000032
"2023-09-18","Real Estate",-59432570.40999993
"2023-09-18","Technology",856782582.6600012
"2023-09-18","Utilities",-10595732.000000028
"2023-09-18","bond",70586046.36000013
"2023-09-19","Basic Materials",-47614482.3200001
"2023-09-19","Communication Services",90866233.13999984
"2023-09-19","Consumer Cyclical",-454955514.8500016
"2023-09-19","Consumer Defensive",-51316674.74000013
"2023-09-19","Energy",-347399422.4600001
"2023-09-19","Financial Services",-98346687.99000005
"2023-09-19","Healthcare",68883833.58999994
"2023-09-19","Industrials",-58726238.96999996
"2023-09-19","Real Estate",-20662629.41000006
"2023-09-19","Technology",-130669604.89000085
"2023-09-19","Utilities",-30712283.999999903
"2023-09-19","bond",-154828871.4200014
"2023-09-20","Basic Materials",-69854049.7799999
"2023-09-20","Communication Services",-480493947.59
"2023-09-20","Consumer Cyclical",-1051454340.1000065
"2023-09-20","Consumer Defensive",-62725664.41000003
"2023-09-20","Energy",-76765738.63999999
"2023-09-20","Financial Services",-305695219.1999998
"2023-09-20","Healthcare",-121643473.37000021
"2023-09-20","Industrials",-238649718.15
"2023-09-20","Real Estate",-61075657.86000008
"2023-09-20","Technology",-1643357699.3299992
"2023-09-20","Utilities",-19128128.00000001
"2023-09-20","bond",-1395958512.1499994
"2023-09-21","Basic Materials",-113353927.09000006
"2023-09-21","Communication Services",-198223266.19999892
"2023-09-21","Consumer Cyclical",-792541512.2900028
"2023-09-21","Consumer Defensive",-187500252.68000007
"2023-09-21","Energy",-327397134.29000014
"2023-09-21","Financial Services",-326237627.0100002
"2023-09-21","Healthcare",-281179581.90000015
"2023-09-21","Industrials",-337862779.1299998
"2023-09-21","Real Estate",-330127913.06999993
"2023-09-21","Technology",-1040858874.0799986
"2023-09-21","Utilities",-53627081.000000075
"2023-09-21","bond",-1362807163.1499994
"2023-09-22","Basic Materials",-33495638.90000026
"2023-09-22","Communication Services",-152082597.6800006
"2023-09-22","Consumer Cyclical",-2040527143.539998
"2023-09-22","Consumer Defensive",-114804131.99999973
"2023-09-22","Energy",-105340591.4599998
"2023-09-22","Financial Services",-266206336.9199997
"2023-09-22","Healthcare",-191212763.6199999
"2023-09-22","Industrials",-97319040.41000013
"2023-09-22","Real Estate",-77232641.11999995
"2023-09-22","Technology",-348316279.3000002
"2023-09-22","Utilities",14449762.000000032
"2023-09-22","bond",-601370389.169996
"2023-09-25","Basic Materials",62571632.17999988
"2023-09-25","Communication Services",154749028.91999972
"2023-09-25","Consumer Cyclical",855963779.6400013
"2023-09-25","Consumer Defensive",12002182.219999967
"2023-09-25","Energy",275094638.3
"2023-09-25","Financial Services",167906356.05000004
"2023-09-25","Healthcare",253914868.02999964
"2023-09-25","Industrials",193135659.30999994
"2023-09-25","Real Estate",22271638.159999948
"2023-09-25","Technology",758249074.5600017
"2023-09-25","Utilities",29943317.999999955
"2023-09-25","bond",608293047.5100014
"2023-09-26","Basic Materials",-88794553.11000001
"2023-09-26","Communication Services",-48495212.94000138
"2023-09-26","Consumer Cyclical",-326086016.30999833
"2023-09-26","Consumer Defensive",-63563424.72999984
"2023-09-26","Energy",13484708.759999996
"2023-09-26","Financial Services",-205937037.91999987
"2023-09-26","Healthcare",444727087.38
"2023-09-26","Industrials",-212756625.08000004
"2023-09-26","Real Estate",-83153343.87999992
"2023-09-26","Technology",-733845101.4999985
"2023-09-26","Utilities",-167183119.0000001
"2023-09-26","bond",-943915199.6099998
"2023-09-27","Basic Materials",-68660212.42000005
"2023-09-27","Communication Services",-21027949.47999917
"2023-09-27","Consumer Cyclical",-522622081.46999913
"2023-09-27","Consumer Defensive",-50171352.46000044
"2023-09-27","Energy",255730197.78000003
"2023-09-27","Financial Services",-151655413.7699998
"2023-09-27","Healthcare",-200929402.84999987
"2023-09-27","Industrials",43830826.26000008
"2023-09-27","Real Estate",-103261736.97999994
"2023-09-27","Technology",74303904.98
"2023-09-27","Utilities",-227198256.00000006
"2023-09-27","bond",-548690927.9499943
"2023-09-28","Basic Materials",125993429.34000002
"2023-09-28","Communication Services",279285935.7999994
"2023-09-28","Consumer Cyclical",1303907656.339998
"2023-09-28","Consumer Defensive",27023851.27999978
"2023-09-28","Energy",118080038.27999973
"2023-09-28","Financial Services",275455796.5799998
"2023-09-28","Healthcare",158164562.58999988
"2023-09-28","Industrials",195037206.63000026
"2023-09-28","Real Estate",73408944.80999999
"2023-09-28","Technology",1653823101.7299984
"2023-09-28","Utilities",-338771904
"2023-09-28","bond",847471518.0199945
"2023-09-29","Basic Materials",-125497538.42
"2023-09-29","Communication Services",-336880817.1300003
"2023-09-29","Consumer Cyclical",-474369382.08999896
"2023-09-29","Consumer Defensive",-121449979.77999982
"2023-09-29","Energy",-395066027.76000017
"2023-09-29","Financial Services",-334560551.9699998
"2023-09-29","Healthcare",-357605640.4600006
"2023-09-29","Industrials",-319186688.8899998
"2023-09-29","Real Estate",-115793892.57000016
"2023-09-29","Technology",-645380853.2599989
"2023-09-29","Utilities",-75728072.99999999
"2023-09-29","bond",-1710535330.230002
"2023-10-02","Basic Materials",-134244588.31999996
"2023-10-02","Communication Services",147906670.49999905
"2023-10-02","Consumer Cyclical",755472744.9099994
"2023-10-02","Consumer Defensive",-135586180.47000018
"2023-10-02","Energy",-507547336.98000014
"2023-10-02","Financial Services",-379325804.7899999
"2023-10-02","Healthcare",-155827398.57999986
"2023-10-02","Industrials",-248518822.6299997
"2023-10-02","Real Estate",-136833266.60999998
"2023-10-02","Technology",647237900.7099997
"2023-10-02","Utilities",-613662296.9999999
"2023-10-02","bond",-549854641.2800025
"2023-10-03","Basic Materials",-2903138.839999906
"2023-10-03","Communication Services",-241476669.5599995
"2023-10-03","Consumer Cyclical",-972967866.090001
"2023-10-03","Consumer Defensive",-142119445.55
"2023-10-03","Energy",5467883.100000167
"2023-10-03","Financial Services",-509039444.73999965
"2023-10-03","Healthcare",-205388936.61999974
"2023-10-03","Industrials",-210694139.07000002
"2023-10-03","Real Estate",-161676152.3500001
"2023-10-03","Technology",-1595585801.5999978
"2023-10-03","Utilities",159809271.99999997
"2023-10-03","bond",-1362473421.779999
"2023-10-04","Basic Materials",-6978211.599999959
"2023-10-04","Communication Services",302465870.27000004
"2023-10-04","Consumer Cyclical",1902864502.2600048
"2023-10-04","Consumer Defensive",48168400.399999805
"2023-10-04","Energy",-460520471.69000024
"2023-10-04","Financial Services",185972461.10000014
"2023-10-04","Healthcare",34456103.03000003
"2023-10-04","Industrials",123451602.72999988
"2023-10-04","Real Estate",-2898859.4799999506
"2023-10-04","Technology",779211921.4199991
"2023-10-04","Utilities",-90753880.00000006
"2023-10-04","bond",640403292.2000061
"2023-10-05","Basic Materials",-31435378.09999995
"2023-10-05","Communication Services",-150776372.13999915
"2023-10-05","Consumer Cyclical",-834193359.5499988
"2023-10-05","Consumer Defensive",-302401962.4999999
"2023-10-05","Energy",181757094.0000001
"2023-10-05","Financial Services",251263150.8499999
"2023-10-05","Healthcare",348213136.31000006
"2023-10-05","Industrials",-144663015.06999978
"2023-10-05","Real Estate",52089424.140000015
"2023-10-05","Technology",115870550.00000066
"2023-10-05","Utilities",-40263479.00000003
"2023-10-05","bond",22120689.629998546
"2023-10-06","Basic Materials",138871750.45000005
"2023-10-06","Communication Services",774945700.6700004
"2023-10-06","Consumer Cyclical",1590596734.2099981
"2023-10-06","Consumer Defensive",-17845544.280000225
"2023-10-06","Energy",209795122.36000004
"2023-10-06","Financial Services",519750977.25000006
"2023-10-06","Healthcare",452685122.3799998
"2023-10-06","Industrials",511751762.4800003
"2023-10-06","Real Estate",68381766.10000001
"2023-10-06","Technology",2999514946.389999
"2023-10-06","Utilities",226532276.9999999
"2023-10-06","bond",2920791178.380001
"2023-10-09","Basic Materials",48138015.16000005
"2023-10-09","Communication Services",342773648.2199999
"2023-10-09","Consumer Cyclical",806521744.4400008
"2023-10-09","Consumer Defensive",80403056.50000013
"2023-10-09","Energy",195027270.20000014
"2023-10-09","Financial Services",270258991.39
"2023-10-09","Healthcare",161345943.99000016
"2023-10-09","Industrials",414484809.30999976
"2023-10-09","Real Estate",137306842.64000013
"2023-10-09","Technology",1162070819.8999999
"2023-10-09","Utilities",61222769.99999997
"2023-10-09","bond",1313946794.9000022
"2023-10-10","Basic Materials",55433108.319999926
"2023-10-10","Communication Services",16414042.489999522
"2023-10-10","Consumer Cyclical",1110672510.7500007
"2023-10-10","Consumer Defensive",67681516.3000002
"2023-10-10","Energy",60072983.80000005
"2023-10-10","Financial Services",108881759.25000012
"2023-10-10","Healthcare",228355691.41999975
"2023-10-10","Industrials",161680309.89000008
"2023-10-10","Real Estate",43652112.350000106
"2023-10-10","Technology",726126754.9700004
"2023-10-10","Utilities",108471479.00000004
"2023-10-10","bond",719769569.530002
"2023-10-11","Basic Materials",8782833.00000006
"2023-10-11","Communication Services",114639659.42000027
"2023-10-11","Consumer Cyclical",-482085474.6799976
"2023-10-11","Consumer Defensive",-160414212.99999973
"2023-10-11","Energy",33719338.51999963
"2023-10-11","Financial Services",-46488870.76999993
"2023-10-11","Healthcare",954342542.5199997
"2023-10-11","Industrials",80727013.65999994
"2023-10-11","Real Estate",57683474.500000075
"2023-10-11","Technology",332901419.72000265
"2023-10-11","Utilities",83518262.00000006
"2023-10-11","bond",140234758.55000284
"2023-10-12","Basic Materials",-198460649.09999987
"2023-10-12","Communication Services",-336820725.9800004
"2023-10-12","Consumer Cyclical",-1283638241.6399999
"2023-10-12","Consumer Defensive",-408329340.9699999
"2023-10-12","Energy",-180975291.15999997
"2023-10-12","Financial Services",-302199713.3000001
"2023-10-12","Healthcare",-1049709038.6199999
"2023-10-12","Industrials",-398784934.04
"2023-10-12","Real Estate",-104617300.47999999
"2023-10-12","Technology",-325575888.6499975
"2023-10-12","Utilities",-99891859.00000001
"2023-10-12","bond",-1547767828.5299985
"2023-10-13","Basic Materials",-55947625.099999994
"2023-10-13","Communication Services",-423327639.08999884
"2023-10-13","Consumer Cyclical",-1096034952.0999975
"2023-10-13","Consumer Defensive",100699322.95000024
"2023-10-13","Energy",130724899.80000012
"2023-10-13","Financial Services",-292728239.4899999
"2023-10-13","Healthcare",152302095.43000057
"2023-10-13","Industrials",-396568799.15000004
"2023-10-13","Real Estate",-71354194.3299999
"2023-10-13","Technology",-2164452049.400001
"2023-10-13","Utilities",16590229.000000048
"2023-10-13","bond",-998191475.4799997
"2023-10-16","Basic Materials",39372929.980000086
"2023-10-16","Communication Services",254076196.36000043
"2023-10-16","Consumer Cyclical",905439842.6299982
"2023-10-16","Consumer Defensive",27374053.689999897
"2023-10-16","Energy",6321335.940000109
"2023-10-16","Financial Services",73648766.63000016
"2023-10-16","Healthcare",590570773.7700003
"2023-10-16","Industrials",181903931.32000002
"2023-10-16","Real Estate",43731678.62999999
"2023-10-16","Technology",1041728668.799999
"2023-10-16","Utilities",58532058.00000005
"2023-10-16","bond",631809253.9900042
"2023-10-17","Basic Materials",191704281.16
"2023-10-17","Communication Services",211978251.47000045
"2023-10-17","Consumer Cyclical",918203646.4800005
"2023-10-17","Consumer Defensive",180688552.9999997
"2023-10-17","Energy",269308399.67999995
"2023-10-17","Financial Services",552977153.7800002
"2023-10-17","Healthcare",317992463.11000025
"2023-10-17","Industrials",281998881.39999974
"2023-10-17","Real Estate",83988679.43000004
"2023-10-17","Technology",932625363.0000004
"2023-10-17","Utilities",44115496.00000013
"2023-10-17","bond",1146280852.1999965
"2023-10-18","Basic Materials",-235190152.00000015
"2023-10-18","Communication Services",-369921434.91999865
"2023-10-18","Consumer Cyclical",-1847664189.229998
"2023-10-18","Consumer Defensive",-23888975.390000116
"2023-10-18","Energy",46858744.39000003
"2023-10-18","Financial Services",-515372909.3700009
"2023-10-18","Healthcare",-433820504.4099999
"2023-10-18","Industrials",-710480166.3399999
"2023-10-18","Real Estate",-121931520.82000001
"2023-10-18","Technology",-719237041.8000032
"2023-10-18","Utilities",-58125880.99999996
"2023-10-18","bond",-1237956453.8400013
"2023-10-19","Basic Materials",-157061488.0799999
"2023-10-19","Communication Services",-417306867.08000124
"2023-10-19","Consumer Cyclical",-1635886824.929995
"2023-10-19","Consumer Defensive",-98003405.00000013
"2023-10-19","Energy",73935751.93999974
"2023-10-19","Financial Services",-443729713.8099995
"2023-10-19","Healthcare",-356481740.49000007
"2023-10-19","Industrials",-368122522.7599999
"2023-10-19","Real Estate",-184821128.10000008
"2023-10-19","Technology",-1592721175.3999999
"2023-10-19","Utilities",-45107100.99999997
"2023-10-19","bond",-2003358556.099996
"2023-10-20","Basic Materials",-77145754.97999988
"2023-10-20","Communication Services",-323153802.5500008
"2023-10-20","Consumer Cyclical",-1067984689.819998
"2023-10-20","Consumer Defensive",-118828485.98000042
"2023-10-20","Energy",-259326846.7999997
"2023-10-20","Financial Services",-628502076.7999998
"2023-10-20","Healthcare",-134109820.70000003
"2023-10-20","Industrials",-402848846.2800002
"2023-10-20","Real Estate",-75952418.49999996
"2023-10-20","Technology",-1612539419.8999991
"2023-10-20","Utilities",-68528445.00000016
"2023-10-20","bond",-1826908060.5799994
"2023-10-23","Basic Materials",67446354.49999991
"2023-10-23","Communication Services",205537518.80000022
"2023-10-23","Consumer Cyclical",541032681.4200021
"2023-10-23","Consumer Defensive",-2654784.6400000025
"2023-10-23","Energy",-161735273.88000017
"2023-10-23","Financial Services",2228235.349999888
"2023-10-23","Healthcare",-183963954.63999993
"2023-10-23","Industrials",-86210341
"2023-10-23","Real Estate",4850987.970000019
"2023-10-23","Technology",1168323246.5999985
"2023-10-23","Utilities",16407882.000000041
"2023-10-23","bond",446017511.1699979
"2023-10-24","Basic Materials",3318423.2999999663
"2023-10-24","Communication Services",225030281.52000064
"2023-10-24","Consumer Cyclical",290813915.95000166
"2023-10-24","Consumer Defensive",96716861.00000006
"2023-10-24","Energy",-316415861.5999998
"2023-10-24","Financial Services",-102713294.0000002
"2023-10-24","Healthcare",304099739.8999996
"2023-10-24","Industrials",-228788769.43999988
"2023-10-24","Real Estate",73910449.98000014
"2023-10-24","Technology",546937038.9999987
"2023-10-24","Utilities",77354748.00000001
"2023-10-24","bond",479874441.7400027
"2023-10-25","Basic Materials",-82592886.17999996
"2023-10-25","Communication Services",-1220882212.060001
"2023-10-25","Consumer Cyclical",-878158547.5500013
"2023-10-25","Consumer Defensive",107887678.04000005
"2023-10-25","Energy",-42431297.55999971
"2023-10-25","Financial Services",-131461848.98999956
"2023-10-25","Healthcare",-279412095.0599999
"2023-10-25","Industrials",-495342306.6400003
"2023-10-25","Real Estate",-128131744.36999999
"2023-10-25","Technology",-2505303413.499998
"2023-10-25","Utilities",52144790.99999997
"2023-10-25","bond",-1627834958.8599973
"2023-10-26","Basic Materials",5659296.89999987
"2023-10-26","Communication Services",-613717236.2599978
"2023-10-26","Consumer Cyclical",-1115952202.5600007
"2023-10-26","Consumer Defensive",-125199192.0000001
"2023-10-26","Energy",65319594.90999995
"2023-10-26","Financial Services",177407292.92000046
"2023-10-26","Healthcare",-231664457.34000045
"2023-10-26","Industrials",-164020965.4599998
"2023-10-26","Real Estate",160398120.25000012
"2023-10-26","Technology",-2388138735.000001
"2023-10-26","Utilities",37790480.99999998
"2023-10-26","bond",-1093439401.5299966
"2023-10-27","Basic Materials",-44107372.38000001
"2023-10-27","Communication Services",-71151802.1099997
"2023-10-27","Consumer Cyclical",-672292489.0899997
"2023-10-27","Consumer Defensive",-235046534.99999994
"2023-10-27","Energy",-451751622.65
"2023-10-27","Financial Services",-691739729.5499997
"2023-10-27","Healthcare",-738647010.9099996
"2023-10-27","Industrials",-485200758.0500002
"2023-10-27","Real Estate",-207454628.7
"2023-10-27","Technology",-505293221.69999987
"2023-10-27","Utilities",-96609565.99999993
"2023-10-27","bond",-1247739799.0599983
"2023-10-30","Basic Materials",-107254967.41999999
"2023-10-30","Communication Services",357683974.0800013
"2023-10-30","Consumer Cyclical",-1438583449.649998
"2023-10-30","Consumer Defensive",125242974.99999991
"2023-10-30","Energy",-47195714.8
"2023-10-30","Financial Services",101410682.3400005
"2023-10-30","Healthcare",-125927980.22999969
"2023-10-30","Industrials",156438451.81999993
"2023-10-30","Real Estate",-82367465.11999987
"2023-10-30","Technology",-426957378.6000011
"2023-10-30","Utilities",10255895.000000076
"2023-10-30","bond",206347795.3899978
"2023-10-31","Basic Materials",-4296062.839999882
"2023-10-31","Communication Services",46940530.419999555
